stage_surcharge_m,dem_elevation_m,dem_slope_deg,hand_m,dist_river_km,rain_24h_mm,target_depth_m
1.99,3.21,3.84,5.22,11.9,22.44,0.03
1.19,5.81,2.8,14.44,12.24,271.46,0.0
0.04,33.18,4.79,4.18,9.0,40.36,0.0
0.7,34.8,3.26,6.74,0.87,0.37,0.04
1.42,25.31,0.93,1.62,8.13,138.53,0.04
0.7,27.38,2.49,14.88,6.18,85.96,0.06
2.02,28.42,0.48,13.37,7.95,12.83,0.0
2.49,6.51,3.78,12.3,11.13,490.43,0.01
3.0,30.72,2.61,2.53,8.98,67.89,0.0
2.26,22.57,1.97,14.55,4.46,72.28,0.05
2.41,27.91,4.85,13.95,9.03,47.36,0.07
2.13,26.22,4.71,6.65,1.34,246.2,0.84
3.45,34.81,4.77,10.29,0.18,20.12,0.7
0.91,15.7,1.26,14.89,6.08,40.06,0.04
0.93,18.06,3.7,6.26,11.38,13.05,0.0
0.44,18.84,4.74,1.87,12.36,161.42,0.09
1.7,34.79,2.94,13.04,8.29,70.31,0.0
0.34,20.54,1.23,7.25,13.03,100.49,0.0
0.95,9.61,4.13,14.81,1.98,26.98,0.0
1.69,44.27,4.42,8.35,14.47,91.25,0.01
3.35,23.22,3.58,0.64,13.83,124.49,0.0
3.37,6.7,1.61,7.48,9.03,45.25,0.0
2.6,30.82,1.12,10.83,0.97,110.8,0.4
1.36,33.78,3.2,0.59,6.87,45.8,1.31
3.03,23.51,2.52,6.32,2.77,93.04,2.12
3.06,29.8,3.41,2.5,9.46,2.55,0.06
3.19,9.43,0.74,9.72,2.93,82.13,1.62
2.24,17.82,0.85,14.37,7.28,240.35,0.0
0.71,8.96,1.94,9.44,3.16,480.43,0.09
0.32,18.65,1.44,10.48,2.81,37.95,0.02
3.2,26.2,3.17,6.07,3.79,58.39,2.33
0.19,21.03,1.96,8.53,0.54,7.27,0.0
1.04,27.51,3.48,8.25,10.77,239.3,0.07
1.7,23.58,3.89,11.44,4.67,65.94,0.0
0.08,15.67,1.1,12.88,10.5,55.21,0.0
3.17,8.17,4.62,10.01,9.84,8.92,0.02
1.0,12.86,3.98,14.7,1.09,256.92,0.0
0.1,10.63,3.21,12.46,4.75,72.69,0.0
3.48,32.42,4.56,2.04,8.55,35.08,0.01
1.09,37.26,1.48,7.71,13.78,27.93,0.0
3.07,32.98,2.22,13.57,6.08,25.34,0.0
1.59,29.68,0.61,14.17,7.62,91.35,0.06
2.32,15.24,2.39,5.83,11.28,224.03,0.12
0.84,32.57,2.63,10.94,12.07,211.98,0.0
1.76,28.02,3.16,6.28,13.86,62.78,0.01
0.9,4.02,0.51,2.03,7.51,134.78,1.06
3.33,41.03,0.36,13.29,2.99,39.43,0.54
0.21,5.44,2.22,13.99,11.49,29.2,0.02
0.96,23.62,1.11,7.67,1.97,368.13,0.05
3.13,24.06,3.84,0.47,6.33,26.46,3.92
1.68,37.99,3.41,12.28,9.46,32.24,0.01
2.1,41.26,1.76,7.26,10.41,370.71,0.0
2.28,42.41,0.42,1.31,11.02,9.98,0.08
0.25,26.5,1.08,3.0,2.98,136.56,0.04
0.06,31.2,3.52,2.45,14.73,297.76,0.0
3.28,5.81,4.95,10.36,2.76,69.72,0.55
0.95,22.98,1.77,4.63,1.53,0.28,0.0
1.33,40.61,4.05,2.09,9.99,33.18,0.06
2.39,21.59,4.36,13.78,13.66,10.52,0.07
0.83,4.99,0.43,14.36,8.43,53.42,0.11
2.57,10.63,4.6,2.25,8.97,161.11,0.0
1.6,20.47,2.44,3.61,8.12,60.29,0.01
3.0,12.21,4.83,8.96,0.74,60.15,0.61
0.97,18.87,2.79,2.43,10.25,82.8,0.0
0.71,16.32,1.33,2.55,5.44,59.79,0.2
2.91,15.71,4.88,5.18,14.04,202.48,0.0
1.14,5.92,1.37,14.25,2.88,39.13,0.07
1.44,39.96,4.44,14.44,4.6,210.54,0.0
2.78,31.79,1.03,12.66,7.62,87.01,0.04
2.22,28.81,3.44,10.5,7.21,37.13,0.0
1.55,28.08,2.17,10.87,6.06,32.75,0.0
0.87,19.05,4.87,7.15,4.78,51.37,0.0
2.67,37.4,1.09,8.05,2.29,119.22,1.46
0.63,41.99,2.16,9.59,12.33,28.7,0.1
3.25,2.24,3.27,11.02,6.79,251.58,1.34
0.53,5.41,4.89,1.63,8.64,57.91,0.0
2.82,31.02,1.66,3.53,8.24,268.36,0.02
1.48,12.15,2.1,14.45,8.67,5.0,0.0
0.65,41.2,2.42,5.16,10.6,45.78,0.0
1.41,30.7,1.41,4.17,9.48,1.62,0.0
0.78,17.84,4.12,6.44,4.18,32.38,0.0
0.48,19.86,0.64,4.51,8.35,159.62,0.0
0.84,31.71,3.58,1.55,3.74,4.04,0.0
3.04,8.06,2.76,3.28,8.87,44.29,0.03
0.37,39.99,1.36,9.67,6.54,12.97,0.03
3.4,2.21,2.57,3.5,0.69,43.44,3.61
0.02,44.09,4.18,9.79,11.04,115.98,0.06
2.3,9.21,2.34,1.68,4.19,98.24,2.75
3.0,33.91,0.79,0.82,13.81,93.08,0.0
3.27,3.72,0.4,12.95,4.28,43.9,0.43
0.5,20.55,3.93,11.45,14.95,341.18,0.0
2.44,29.1,1.79,10.06,7.0,149.07,0.35
0.38,5.02,4.67,0.66,0.49,42.2,0.0
1.23,21.06,3.16,3.74,1.24,61.79,0.11
2.56,15.03,2.29,12.22,1.32,210.88,0.04
1.21,23.42,2.91,2.34,0.94,100.14,0.77
1.1,23.7,2.39,12.23,4.09,134.62,0.0
0.41,35.76,4.55,8.85,4.94,36.37,0.03
0.23,7.31,2.4,11.16,1.76,22.09,0.04
0.4,5.56,0.7,9.74,6.63,106.81,0.0
3.06,19.28,3.07,6.37,5.54,102.7,2.21
0.04,40.16,3.19,4.52,9.58,60.82,0.04
2.43,38.78,3.87,10.16,3.02,101.47,0.09
2.69,26.08,4.68,12.14,13.72,23.09,0.04
1.99,40.22,2.33,0.86,7.79,191.21,3.06
2.56,36.63,1.89,5.82,9.39,351.6,0.0
2.28,13.95,2.56,5.39,0.69,196.12,1.88
1.59,9.31,4.52,8.48,8.43,41.12,0.07
1.34,14.95,4.9,1.89,5.58,58.52,0.6
3.29,11.77,4.86,14.01,13.87,192.47,0.0
3.4,28.78,1.3,8.32,13.3,60.63,0.0
2.28,27.15,2.59,13.87,9.6,64.28,0.02
0.69,27.73,1.45,12.29,11.54,214.36,0.0
1.57,10.14,1.97,3.04,9.7,68.23,0.0
1.74,36.05,0.35,2.16,0.35,52.87,2.05
2.65,20.65,0.97,12.95,10.58,3.97,0.03
2.34,22.32,2.11,8.13,2.74,7.37,0.15
1.8,44.87,1.95,0.49,10.27,0.69,0.0
2.38,14.14,1.54,14.03,0.26,250.86,0.11
0.08,18.95,1.31,7.2,4.73,35.14,0.06
2.72,31.09,3.79,4.65,7.8,72.78,1.95
0.74,39.86,1.61,7.85,5.06,221.92,0.0
2.3,7.45,3.59,12.38,10.44,93.75,0.0
0.4,33.61,1.97,1.83,7.89,108.55,0.03
0.4,41.49,4.05,5.51,14.4,24.91,0.1
0.12,20.19,1.0,4.92,5.43,198.28,0.1
3.19,14.33,0.96,12.63,10.86,12.71,0.0
2.12,31.14,3.46,11.72,12.55,4.77,0.0
1.27,12.58,4.59,6.12,3.88,17.5,0.0
2.76,18.52,0.89,10.03,11.34,30.49,0.01
2.19,40.57,0.55,6.04,5.96,26.85,1.1
2.17,27.38,4.69,8.66,2.02,112.04,0.0
1.7,6.08,0.76,14.87,0.15,20.85,0.0
0.03,16.18,1.4,8.13,11.18,128.96,0.03
0.9,28.97,4.66,14.83,2.88,9.62,0.0
0.38,22.7,4.05,11.26,0.86,12.07,0.0
2.32,30.39,1.85,1.99,7.51,59.01,2.67
0.87,34.74,4.78,11.98,5.27,289.19,0.08
1.58,22.67,2.93,2.59,10.41,168.81,0.11
1.24,44.44,0.55,8.08,1.7,328.84,0.26
0.5,41.33,3.57,9.28,2.08,106.81,0.0
3.35,4.58,2.78,13.41,6.12,94.28,0.23
3.27,13.46,2.95,3.31,7.85,78.95,3.52
0.3,14.92,4.97,13.16,12.38,89.0,0.04
2.9,9.92,0.93,14.03,8.83,12.06,0.0
1.71,15.42,3.35,1.52,13.55,62.71,0.06
2.71,20.27,2.4,13.3,3.34,32.54,0.02
0.53,4.22,1.51,4.04,8.98,47.38,0.0
0.46,7.47,3.53,1.4,9.86,60.86,0.0
3.12,6.14,3.41,14.39,10.91,16.52,0.03
3.14,3.99,4.31,6.0,14.83,43.7,0.0
1.63,22.7,4.42,9.42,7.07,7.2,0.0
3.05,16.35,2.9,8.38,5.6,255.94,2.05
2.34,42.22,1.76,3.36,12.8,8.75,0.0
0.65,6.42,2.74,10.11,2.73,33.34,0.0
1.15,41.82,1.92,0.88,0.65,222.13,1.85
0.48,5.72,1.53,3.21,6.71,49.02,0.05
2.71,28.63,2.85,14.18,3.78,12.69,0.0
3.45,12.65,3.36,14.31,6.01,46.09,0.01
1.91,37.55,3.03,7.34,14.79,13.94,0.0
2.3,4.64,4.78,2.7,5.29,14.88,1.7
2.61,42.96,1.63,6.44,10.65,5.26,0.0
0.78,4.03,1.99,13.18,3.83,60.93,0.0
1.18,12.37,3.4,1.24,4.62,199.13,1.47
1.44,21.96,3.08,2.09,3.72,97.9,1.15
2.08,34.51,0.21,13.46,8.63,74.06,0.05
2.98,42.9,1.7,6.35,3.47,23.56,2.03
0.89,20.41,1.42,1.44,10.8,45.69,0.07
1.65,34.56,4.23,2.26,10.24,198.57,0.01
2.63,33.27,4.36,13.26,6.38,10.28,0.04
0.31,26.56,1.56,7.45,0.48,227.87,0.0
1.8,31.71,0.69,2.61,0.44,45.52,1.79
0.51,3.64,1.18,13.43,8.04,125.65,0.05
1.89,20.99,1.05,12.71,12.6,42.25,0.0
2.69,35.79,1.34,0.54,9.02,32.28,0.0
0.83,22.39,1.33,8.8,6.59,92.59,0.0
2.97,39.56,2.5,3.82,13.24,133.53,0.04
1.17,37.85,1.73,8.09,3.04,29.16,0.0
0.67,39.13,2.89,4.33,5.46,254.42,0.0
1.63,7.59,1.85,4.87,8.52,9.09,0.0
3.07,12.5,4.11,9.11,4.45,4.49,0.68
0.24,3.27,4.76,8.18,14.97,62.93,0.0
1.15,44.26,2.14,6.05,6.84,107.6,0.0
2.29,12.15,0.44,1.79,0.87,220.32,3.53
1.25,17.79,1.35,14.55,2.72,58.83,0.0
0.25,13.82,0.69,2.78,8.03,2.93,0.02
1.16,3.71,1.85,9.57,8.3,99.7,0.0
2.87,13.23,3.3,1.42,14.76,26.49,0.0
3.39,6.22,2.69,10.39,9.04,53.4,0.09
0.14,18.95,1.37,1.6,10.03,49.58,0.0
1.99,43.57,3.88,3.6,3.28,5.32,1.09
0.37,32.03,0.83,9.78,1.69,62.36,0.06
2.38,32.4,1.3,4.39,9.07,59.31,0.0
0.03,21.49,3.45,8.09,12.99,85.56,0.02
0.05,36.89,1.15,2.04,8.85,83.68,0.0
2.72,41.06,3.46,3.2,6.7,24.2,2.38
0.26,43.35,4.89,11.06,8.72,20.44,0.11
1.07,6.26,4.19,0.72,7.08,34.35,0.62
3.35,39.82,0.97,1.85,2.21,24.05,4.27
3.45,11.68,2.7,3.38,11.14,101.0,0.0
0.56,19.08,2.23,0.5,8.04,415.95,0.0
1.96,16.86,4.96,1.61,6.05,116.2,1.83
1.96,31.03,4.83,4.36,8.44,67.63,0.0
1.58,27.71,0.81,1.58,3.69,41.14,1.81
3.24,6.69,4.56,13.02,6.48,41.12,0.0
2.64,35.66,1.13,1.18,9.37,214.9,0.0
2.68,20.9,1.73,12.94,3.47,260.51,0.06
0.94,2.1,1.9,12.38,11.26,69.87,0.0
1.52,19.82,1.58,1.69,7.86,36.54,1.52
1.71,24.2,4.3,0.57,12.94,103.56,0.09
1.05,4.96,1.78,0.94,12.72,11.29,0.0
0.33,8.5,4.12,8.94,7.47,110.49,0.05
0.44,44.72,4.97,10.12,3.01,146.29,0.0
0.63,39.46,4.24,9.39,11.08,14.47,0.06
0.71,7.73,1.86,8.21,6.34,397.21,0.0
0.85,26.95,3.61,2.79,8.96,433.69,0.03
0.89,18.31,2.76,12.65,1.7,174.92,0.04
1.6,25.38,3.98,5.05,9.51,48.97,0.03
1.78,22.23,0.93,14.8,5.67,21.55,0.11
1.08,4.07,3.26,5.9,5.08,69.07,0.0
3.18,15.56,3.91,4.09,14.7,39.06,0.07
1.94,7.4,3.85,13.43,6.54,20.16,0.06
2.76,23.03,4.83,8.6,10.2,37.18,0.0
3.23,41.01,0.48,10.88,9.45,117.35,0.09
0.57,44.81,1.86,6.24,1.65,8.08,0.0
1.5,42.6,2.49,13.33,11.24,39.41,0.0
1.52,44.38,1.69,13.78,4.92,1.23,0.0
1.24,2.66,1.69,6.66,12.0,160.52,0.0
0.03,33.37,1.05,3.76,9.15,123.29,0.04
2.86,13.74,4.1,9.79,4.82,4.86,0.09
0.39,39.22,4.56,14.33,5.41,350.97,0.0
3.48,36.99,0.6,9.41,11.0,2.59,0.09
2.71,20.22,0.94,14.32,8.3,84.8,0.0
2.03,22.35,1.3,5.29,10.06,123.17,0.0
0.54,13.4,2.64,13.74,2.46,141.85,0.1
1.8,14.42,4.0,1.87,11.83,3.26,0.05
0.91,44.19,0.54,5.51,4.87,205.71,0.19
0.88,40.22,3.26,7.52,9.34,296.59,0.0
2.9,10.25,0.92,9.87,1.81,88.4,1.09
1.33,13.85,4.86,4.55,4.89,50.9,0.0
1.58,6.67,4.51,13.88,9.77,4.49,0.0
2.95,44.52,4.76,13.57,4.19,85.83,0.0
0.31,41.01,0.71,12.03,13.22,37.57,0.01
2.08,25.74,2.54,1.89,9.95,124.97,0.05
2.02,31.79,0.99,1.36,13.07,60.46,0.0
1.49,34.16,3.08,7.57,5.99,111.33,0.04
2.9,10.76,1.32,11.53,0.61,8.12,0.1
3.3,42.19,3.9,2.02,8.68,10.03,0.03
1.63,24.65,3.29,9.69,5.15,14.12,0.0
1.6,5.98,2.94,8.01,6.78,4.45,0.04
1.76,19.07,4.16,10.94,10.25,64.61,0.0
2.53,27.87,2.6,6.64,10.54,158.78,0.0
2.34,17.17,1.5,10.46,0.51,63.24,0.0
0.78,32.07,3.18,2.56,11.56,61.29,0.0
0.22,39.93,4.79,3.38,7.45,109.01,0.0
3.32,35.19,3.09,13.57,8.39,27.67,0.08
0.91,29.63,3.22,5.07,4.54,51.86,0.0
2.24,24.02,4.69,14.79,6.37,26.96,0.05
2.9,12.94,2.67,0.88,10.68,128.38,0.04
1.05,21.56,4.98,7.54,11.67,15.21,0.0
2.22,14.6,0.97,5.01,5.87,1.14,1.57
0.38,42.16,2.78,14.94,10.4,98.4,0.15
3.39,41.01,1.22,14.85,3.94,264.61,0.78
0.2,8.7,2.38,3.68,12.5,99.82,0.0
1.53,37.37,1.02,4.16,9.19,142.15,0.07
1.88,32.23,1.27,11.3,11.65,109.79,0.0
2.77,43.93,1.21,13.37,7.21,74.49,0.07
0.42,21.92,1.74,10.02,3.51,125.63,0.0
1.54,33.05,0.85,13.0,6.5,173.14,0.0
1.05,24.27,4.08,1.14,5.78,27.99,0.53
1.09,4.98,1.26,9.68,5.06,48.94,0.02
2.73,4.01,2.2,10.56,3.26,21.63,0.0
0.02,7.25,0.28,3.02,11.41,58.58,0.01
2.62,14.74,0.7,11.71,1.39,147.4,0.3
2.84,13.14,4.5,14.18,13.32,35.72,0.01
3.15,33.32,4.22,13.49,2.71,41.06,0.0
2.19,32.78,4.24,3.83,14.7,221.87,0.04
1.17,43.77,2.17,5.0,14.83,67.76,0.06
1.5,15.35,0.88,7.59,6.04,81.65,0.0
3.39,42.35,0.72,2.54,14.82,126.46,0.08
3.08,28.35,3.11,14.32,13.05,61.12,0.0
1.62,23.3,4.18,2.59,1.33,133.46,1.2
3.3,30.72,4.52,11.47,14.22,6.84,0.07
2.88,32.22,1.59,5.25,0.73,12.77,2.28
3.15,9.39,1.74,8.69,2.81,46.01,1.49
2.39,34.32,0.68,0.9,8.81,71.64,0.0
3.0,33.18,3.92,3.23,1.3,303.76,3.89
3.12,44.89,1.52,6.78,2.51,318.87,3.28
0.32,41.21,2.51,10.22,14.31,195.95,0.0
3.38,31.44,4.66,11.71,14.92,29.63,0.0
1.17,32.63,3.81,0.65,11.99,358.23,0.07
1.54,42.68,0.45,2.46,7.78,84.3,1.8
2.77,43.59,0.24,11.0,13.51,43.2,0.0
2.33,37.56,3.98,12.23,1.77,123.42,0.12
3.13,35.0,2.85,3.7,14.15,1.87,0.0
1.4,6.79,3.66,3.6,5.34,17.4,0.17
1.31,37.7,0.95,1.5,12.94,187.53,0.03
0.11,12.89,4.39,2.42,10.06,87.51,0.0
1.62,26.24,3.91,0.32,14.41,31.83,0.03
2.53,19.43,4.48,8.93,12.98,52.71,0.0
1.05,16.86,1.84,13.58,13.33,269.59,0.0
1.62,15.34,1.52,2.41,9.51,113.84,0.0
0.77,38.78,0.93,11.32,12.51,60.74,0.0
2.7,35.07,4.66,8.69,11.38,8.66,0.02
0.21,24.51,1.05,14.11,2.51,33.02,0.0
2.47,30.57,0.77,12.01,9.76,389.35,0.01
1.33,44.33,1.12,12.82,2.31,60.55,0.01
0.15,19.09,3.9,9.66,13.05,64.67,0.0
2.99,25.7,4.47,12.21,1.08,75.12,0.0
1.71,24.94,4.09,5.39,14.81,181.86,0.01
2.1,42.25,2.9,3.29,6.07,68.24,1.68
2.56,17.12,4.97,13.71,2.64,88.94,0.05
2.29,44.41,0.53,11.07,14.04,31.43,0.0
2.56,15.1,4.36,1.54,0.78,2.47,2.44
2.67,6.68,2.25,13.03,7.1,183.01,0.0
2.06,10.23,2.38,5.36,11.58,244.61,0.0
1.28,20.33,0.81,4.61,4.82,299.02,1.28
0.85,29.94,0.36,9.43,7.98,334.35,0.0
3.16,24.22,1.72,8.62,10.54,190.75,0.0
3.39,18.18,1.04,8.17,14.28,90.04,0.0
1.25,26.17,2.52,3.97,1.63,132.1,0.59
0.39,38.07,0.91,14.4,2.44,68.35,0.06
0.78,38.07,0.86,14.26,7.68,17.43,0.04
2.35,33.23,4.41,0.26,6.34,47.49,2.78
0.61,42.96,4.62,5.2,6.22,262.25,0.01
2.73,27.38,4.83,0.87,4.52,48.89,3.08
3.23,2.33,3.47,12.78,8.45,175.07,0.0
3.37,14.51,3.9,13.32,13.26,11.4,0.11
0.03,16.11,4.21,7.87,2.5,31.93,0.0
3.35,25.54,3.36,12.63,3.31,37.35,0.03
2.59,40.91,1.79,10.61,10.1,4.93,0.0
0.29,38.04,0.95,7.59,0.94,14.72,0.0
1.45,11.98,1.34,5.58,10.14,24.62,0.0
2.45,24.33,4.23,4.14,4.79,176.76,2.1
3.35,30.34,3.54,4.04,5.43,4.99,2.96
0.57,44.46,2.39,8.52,6.14,30.87,0.0
0.45,3.35,0.34,2.67,5.31,1.24,0.0
1.65,21.95,1.48,2.79,12.63,117.95,0.0
3.39,44.49,3.7,0.35,14.2,106.01,0.04
3.4,44.02,2.66,9.28,8.27,92.96,0.0
0.8,16.22,2.29,14.92,8.77,44.39,0.0
1.12,2.0,1.71,13.36,1.15,20.67,0.0
3.18,27.23,3.11,10.64,10.73,133.56,0.0
2.57,39.28,4.84,11.83,8.8,189.43,0.0
3.4,15.94,4.53,6.37,0.85,13.9,2.02
3.13,42.17,0.35,4.61,3.06,61.12,3.27
0.75,16.31,2.51,5.66,3.11,23.81,0.0
2.66,28.24,1.78,1.41,2.65,13.53,3.2
0.17,33.05,2.65,9.58,9.91,157.58,0.02
2.86,16.85,3.11,2.79,13.93,63.19,0.0
2.11,17.14,1.16,11.49,11.47,26.95,0.09
3.35,22.21,3.95,3.01,7.21,39.17,3.29
3.36,37.91,2.48,3.58,6.12,374.29,4.5
0.18,6.34,4.96,14.37,5.86,224.22,0.0
0.56,29.15,0.32,1.76,9.06,212.17,0.01
1.69,31.13,1.11,7.58,5.45,71.74,0.01
3.08,25.99,3.51,1.13,3.47,71.35,3.89
2.85,42.24,3.54,1.54,9.08,47.42,0.0
3.38,27.89,2.99,9.58,5.92,8.81,1.21
2.16,29.29,4.87,9.53,0.31,40.58,0.01
0.9,27.79,2.19,3.06,0.43,96.51,0.32
0.09,33.05,2.2,13.11,4.18,37.0,0.0
0.78,7.82,4.57,10.59,7.74,211.82,0.02
2.36,40.45,2.78,4.65,5.38,13.37,1.28
3.24,3.83,1.9,3.88,0.46,47.38,3.31
1.12,29.55,3.65,11.36,3.42,10.82,0.05
3.06,28.47,3.17,11.06,1.54,55.51,0.39
1.38,10.95,1.67,2.4,14.23,3.66,0.04
1.08,3.75,1.63,5.37,4.76,31.36,0.0
1.78,7.97,2.1,3.41,0.32,44.93,1.27
1.55,13.68,0.54,4.55,9.94,47.24,0.13
3.2,39.93,4.72,4.46,3.56,57.74,2.53
1.64,38.8,1.08,14.65,8.54,21.74,0.05
0.97,4.75,1.13,11.3,2.35,73.87,0.0
2.95,14.44,3.31,11.74,14.76,80.73,0.05
3.5,40.24,3.68,4.31,14.56,24.41,0.05
2.27,12.18,3.74,0.21,9.87,118.7,0.0
0.88,44.83,2.0,1.06,10.64,71.17,0.04
0.84,13.04,4.39,8.38,6.45,43.17,0.04
0.2,33.78,2.81,4.43,14.44,213.09,0.04
0.27,19.93,2.31,3.06,6.41,147.64,0.0
3.2,7.86,4.09,0.93,3.67,311.1,4.5
0.34,12.97,1.37,13.16,1.82,102.22,0.0
1.7,31.03,4.33,9.08,3.2,36.3,0.0
2.44,16.49,2.79,1.79,8.63,27.69,0.01
2.98,27.98,4.52,11.54,3.75,115.77,0.06
0.6,10.84,1.17,11.39,9.85,392.82,0.0
1.53,21.29,4.69,4.48,5.79,66.84,0.07
0.88,24.03,3.5,2.99,13.31,215.4,0.0
0.9,19.75,3.17,12.25,8.42,36.48,0.01
1.06,10.51,2.23,5.08,9.38,61.97,0.02
2.05,21.85,4.79,12.74,8.39,189.9,0.0
0.06,31.79,2.33,0.85,13.29,150.19,0.06
1.43,43.49,2.59,7.59,1.04,424.36,0.69
0.65,35.95,3.95,2.86,1.1,113.55,0.0
3.38,8.94,1.57,10.15,10.56,69.48,0.0
2.04,13.73,1.6,14.96,11.54,69.84,0.07
3.04,5.39,3.92,6.31,6.56,238.61,2.54
0.68,7.83,0.82,1.68,5.35,57.5,0.46
2.84,12.78,4.15,4.9,4.24,23.1,1.76
1.45,10.58,3.2,13.39,3.59,55.99,0.03
0.62,11.19,2.79,11.53,13.69,59.55,0.04
2.66,11.92,1.3,3.64,4.5,9.43,2.52
2.67,14.93,3.97,14.31,9.76,116.09,0.0
3.49,7.4,4.06,9.41,11.83,11.71,0.04
2.73,13.95,2.52,2.69,0.43,47.75,2.83
0.51,31.6,2.07,8.67,0.6,103.32,0.0
1.13,12.17,1.38,6.88,5.06,64.07,0.08
1.58,9.39,3.82,12.33,10.47,162.6,0.02
0.44,4.91,3.27,5.29,3.99,34.86,0.0
2.76,23.5,1.19,13.15,0.12,216.88,0.17
1.84,38.21,4.01,12.22,4.39,17.89,0.0
3.31,4.54,4.43,10.18,1.44,2.98,0.5
2.06,25.32,0.48,4.03,3.37,244.32,2.58
1.83,29.98,3.91,14.56,5.06,123.8,0.0
0.25,27.48,4.29,8.32,2.01,17.29,0.04
0.52,39.74,4.96,13.63,10.62,298.05,0.0
2.97,39.26,1.34,3.39,3.91,47.24,3.11
3.47,4.46,1.98,14.75,9.95,295.81,0.0
1.45,17.52,4.84,12.28,9.03,52.11,0.0
2.84,30.85,0.65,14.25,13.48,59.16,0.0
2.2,42.96,2.71,3.34,1.41,50.69,1.78
3.36,36.6,2.63,6.57,3.3,45.19,2.44
0.83,9.59,3.11,1.64,12.99,62.61,0.0
1.91,14.01,1.79,2.23,12.35,54.39,0.04
1.43,34.83,4.64,4.4,2.96,3.97,0.0
1.9,22.27,1.5,14.28,1.71,26.79,0.0
0.94,25.53,3.32,10.07,12.86,26.41,0.0
1.74,28.19,2.58,4.86,2.75,206.86,1.16
2.19,6.44,1.48,14.33,13.08,79.86,0.05
0.28,38.81,1.11,11.15,14.42,134.14,0.04
2.6,39.11,4.79,13.62,3.39,378.83,0.0
2.47,22.13,2.89,13.92,12.62,105.74,0.0
3.08,28.95,3.1,11.31,6.42,473.45,1.96
1.49,30.38,3.96,3.8,11.85,27.51,0.0
0.22,10.16,0.59,14.95,6.17,18.91,0.01
1.62,6.84,3.63,5.01,1.15,60.45,0.11
0.48,2.89,0.99,10.14,10.72,52.31,0.0
2.27,41.25,3.75,12.7,2.35,272.17,0.0
0.16,16.87,0.88,2.79,13.91,56.45,0.0
1.31,5.69,4.2,9.21,6.32,40.33,0.08
0.29,22.03,3.47,5.75,1.32,121.46,0.0
0.01,5.25,2.05,3.82,3.5,47.5,0.0
3.36,5.67,1.92,0.37,12.95,20.4,0.03
3.49,23.02,0.91,13.11,4.88,67.07,0.73
1.94,23.88,4.54,2.21,12.86,155.89,0.02
0.84,26.95,0.77,13.2,2.67,131.44,0.0
3.19,30.22,2.47,9.09,7.08,90.34,1.46
3.23,30.74,1.34,9.39,13.19,57.36,0.0
2.99,20.62,4.98,12.46,0.82,6.34,0.0
1.91,29.67,3.01,7.74,4.63,57.39,0.07
0.26,15.1,0.92,5.49,13.66,102.85,0.0
0.31,20.98,3.4,2.25,8.99,47.95,0.0
3.14,18.91,4.96,8.64,10.77,18.8,0.0
3.07,16.15,3.1,8.39,12.65,207.02,0.0
1.52,12.26,2.4,4.55,7.9,128.72,0.75
1.15,5.37,1.61,9.08,12.7,97.49,0.02
2.25,23.75,0.64,6.7,9.62,16.91,0.0
2.82,25.1,1.3,12.12,10.32,14.62,0.0
2.56,16.45,2.86,8.48,2.38,7.24,0.27
2.15,43.96,3.82,14.02,14.09,92.46,0.06
0.81,25.95,4.41,7.87,11.96,13.56,0.04
0.92,40.23,4.01,13.33,3.89,131.04,0.0
2.53,26.51,0.8,7.9,8.74,333.73,0.01
2.81,10.17,3.91,8.46,5.71,33.84,0.55
0.41,43.91,2.99,5.63,9.94,64.92,0.06
0.66,40.07,2.45,6.12,14.91,122.13,0.0
2.38,22.26,2.95,14.01,0.78,263.33,0.02
1.36,12.45,0.24,3.5,14.29,174.78,0.0
1.97,11.57,0.53,2.0,1.18,4.91,2.16
2.15,36.66,2.72,12.49,6.97,22.31,0.06
2.72,4.97,1.03,8.74,7.28,108.62,1.2
2.82,29.44,2.82,4.41,4.1,136.2,2.7
0.98,29.53,1.9,6.6,8.54,13.95,0.0
1.89,9.85,4.56,7.97,12.53,49.04,0.0
0.43,32.31,4.76,8.96,4.48,137.83,0.0
2.95,32.33,4.9,12.35,1.15,29.49,0.05
2.96,17.05,4.51,6.04,9.52,180.22,0.0
1.05,22.79,4.93,10.21,11.3,6.22,0.03
0.56,37.81,3.59,12.55,14.32,119.28,0.06
0.25,24.5,4.81,12.69,2.48,92.77,0.0
2.01,28.58,3.28,3.96,13.53,42.86,0.0
0.32,19.75,4.08,5.38,7.28,150.32,0.0
2.38,8.43,0.83,9.0,3.61,140.15,0.88
2.37,44.92,3.48,13.31,14.44,274.54,0.0
2.15,24.86,4.67,11.9,3.65,28.97,0.05
3.07,16.47,2.79,8.84,11.03,90.43,0.0
1.32,32.69,1.1,14.76,11.79,73.44,0.09
3.16,28.7,2.73,6.7,6.51,51.07,2.16
0.13,12.02,3.59,12.67,10.38,176.09,0.05
0.39,39.71,3.89,12.31,8.63,0.26,0.0
1.44,5.05,2.71,13.64,2.96,39.99,0.0
2.08,28.05,1.24,14.82,11.42,79.43,0.0
0.11,22.55,4.65,7.54,13.93,17.35,0.05
1.99,15.68,3.91,3.1,7.38,290.41,2.3
1.08,37.53,1.5,7.02,14.92,75.22,0.0
3.11,30.22,4.1,12.84,6.48,59.35,0.0
1.87,34.66,1.87,12.57,7.25,171.11,0.05
