rain_1h,rain_lag1,delta_1h,acceleration,radar_dbz,cape_jkg,pwat_mm,target_rain_1h,target_heavy_rain
4.9,3.58,1.32,-0.23,32.5,2213.0,58.1,2.24,0
16.33,11.77,4.56,-0.07,41.1,2668.0,74.5,18.21,0
2.1,2.17,-0.06,0.01,27.6,1024.0,49.9,5.31,0
20.44,19.68,0.76,0.1,39.8,1214.0,53.3,19.05,0
21.42,25.77,-4.36,-0.13,44.6,829.0,48.0,16.48,0
8.5,6.77,1.73,1.35,34.1,2225.0,42.3,10.49,0
0.08,0.05,0.02,-0.01,10.0,2928.0,40.7,3.5,0
4.06,3.94,0.12,-0.04,34.5,2410.0,72.8,5.95,0
11.51,9.7,1.81,-0.78,39.0,3157.0,74.5,11.7,0
47.68,34.79,12.88,4.04,53.2,951.0,36.8,52.13,1
11.99,13.61,-1.62,0.69,37.4,2967.0,41.0,7.5,0
3.61,2.77,0.84,0.49,34.3,2754.0,51.9,5.32,0
12.06,12.85,-0.78,-0.13,41.7,1554.0,42.5,7.68,0
9.32,8.09,1.22,0.23,35.1,3136.0,49.6,8.08,0
18.16,14.6,3.56,0.82,48.6,1491.0,40.2,11.9,0
1.36,1.26,0.1,-0.03,25.0,2934.0,53.3,2.02,0
17.18,20.28,-3.11,0.75,41.0,2914.0,45.9,11.39,0
9.35,8.75,0.61,-0.05,35.7,2618.0,49.1,10.57,0
39.56,45.51,-5.95,-1.62,48.1,2152.0,38.8,29.95,0
5.02,3.89,1.13,-0.26,34.0,1088.0,52.1,7.22,0
12.02,13.98,-1.97,0.69,40.5,2077.0,74.3,6.88,0
32.26,27.17,5.09,3.88,46.6,1656.0,48.2,33.95,0
1.3,1.44,-0.14,0.07,26.1,2701.0,70.1,5.24,0
33.22,34.53,-1.31,-0.71,46.6,2620.0,68.7,28.69,0
13.97,17.57,-3.6,-1.89,37.5,2985.0,73.1,10.53,0
0.84,0.79,0.06,-0.01,21.5,836.0,66.6,1.09,0
4.3,3.18,1.12,-0.36,28.4,2742.0,61.4,3.27,0
14.78,10.52,4.26,-1.32,42.4,3052.0,69.3,16.65,0
0.84,1.0,-0.16,-0.07,19.8,2694.0,38.0,0.0,0
10.47,10.63,-0.16,-0.05,39.7,1112.0,53.5,7.95,0
5.09,5.93,-0.84,-0.44,37.0,995.0,74.6,0.1,0
11.64,9.79,1.85,1.33,38.2,850.0,65.8,10.09,0
0.56,0.51,0.05,0.02,21.1,2309.0,73.5,1.8,0
24.63,17.68,6.94,-2.06,44.4,2311.0,66.2,45.35,1
43.56,55.62,-12.06,2.21,52.7,3169.0,70.0,29.49,0
41.64,45.83,-4.19,-2.49,48.2,1755.0,63.3,32.25,0
16.62,20.94,-4.32,0.98,40.9,1597.0,65.4,7.67,0
1.67,1.44,0.24,-0.1,28.0,2299.0,55.9,0.81,0
17.04,18.18,-1.14,-0.47,41.8,2781.0,72.0,12.23,0
0.3,0.33,-0.03,-0.0,12.9,3048.0,68.0,0.0,0
0.27,0.24,0.03,0.02,12.9,2727.0,68.8,1.45,0
4.69,5.67,-0.98,-0.34,33.7,1824.0,61.9,1.51,0
8.05,10.21,-2.16,0.83,40.2,2324.0,47.2,4.37,0
17.66,21.73,-4.08,-2.99,39.1,2855.0,36.4,7.3,0
13.8,15.78,-1.98,0.32,41.3,1977.0,72.4,9.88,0
7.08,6.14,0.95,-0.06,37.9,1320.0,58.4,4.47,0
3.84,3.33,0.5,0.01,32.7,1207.0,46.9,3.76,0
70.22,89.74,-19.52,8.46,55.2,800.0,41.0,46.67,1
6.67,4.71,1.96,0.28,36.0,2524.0,68.2,7.28,0
7.2,8.14,-0.93,0.32,36.4,1067.0,68.5,5.28,0
2.14,2.41,-0.27,-0.01,29.5,1385.0,67.6,4.98,0
19.01,20.4,-1.4,0.06,43.7,1515.0,60.8,16.21,0
14.2,18.37,-4.18,-2.11,40.7,2145.0,49.6,5.01,0
2.99,2.66,0.34,0.18,31.7,1755.0,47.2,0.29,0
1.03,0.93,0.1,-0.03,21.9,2419.0,35.3,1.05,0
13.69,10.23,3.46,-0.08,40.0,934.0,68.3,12.11,0
12.75,12.32,0.44,-0.01,39.6,1097.0,38.5,5.2,0
3.83,3.28,0.55,-0.17,35.0,1998.0,60.2,6.29,0
36.16,32.76,3.4,1.83,41.5,1609.0,55.2,34.95,0
1.97,2.36,-0.39,-0.17,28.5,1510.0,56.1,2.4,0
6.79,8.57,-1.78,0.45,36.4,961.0,72.1,3.47,0
34.51,28.0,6.51,-0.15,44.3,2950.0,36.3,60.36,1
6.53,6.03,0.5,-0.18,36.7,2460.0,65.9,4.44,0
12.21,15.35,-3.14,-0.99,41.3,1092.0,37.1,8.4,0
6.08,4.48,1.6,-0.55,36.7,956.0,36.5,4.28,0
3.85,2.91,0.94,0.74,27.1,3140.0,52.2,7.13,0
49.61,39.57,10.04,5.17,52.9,2435.0,37.5,85.64,1
6.32,6.68,-0.36,-0.0,34.3,1802.0,66.6,7.59,0
26.94,21.29,5.65,1.42,47.3,2484.0,56.2,47.91,1
3.14,4.02,-0.88,-0.6,32.4,2615.0,36.2,0.93,0
2.88,2.78,0.09,0.02,28.6,2672.0,36.6,2.85,0
0.38,0.38,-0.0,0.0,17.6,1947.0,59.5,1.79,0
12.66,10.73,1.92,-0.01,39.9,1832.0,67.2,14.79,0
5.52,5.42,0.1,0.06,30.7,826.0,52.5,5.4,0
23.97,26.3,-2.33,-0.79,47.4,3024.0,57.2,16.81,0
7.69,8.85,-1.16,-0.4,35.6,2248.0,67.0,5.76,0
41.38,47.68,-6.3,-3.95,47.2,1288.0,59.4,33.51,0
2.46,2.58,-0.12,-0.08,28.5,3007.0,44.0,4.69,0
24.36,30.27,-5.91,-4.11,45.7,2996.0,59.5,17.45,0
17.99,21.41,-3.43,1.29,43.0,3174.0,60.1,14.88,0
17.68,20.41,-2.73,-0.57,44.1,2898.0,64.4,14.43,0
22.36,16.39,5.96,2.76,41.9,3195.0,59.8,44.24,1
17.18,12.09,5.08,2.46,41.3,1387.0,73.8,17.77,0
11.81,9.77,2.04,0.59,39.9,2821.0,42.9,8.86,0
1.69,1.85,-0.17,0.05,30.4,2775.0,73.0,1.47,0
0.4,0.38,0.02,0.01,16.4,1354.0,56.5,0.0,0
30.44,28.65,1.78,0.78,48.9,1036.0,61.9,25.17,0
11.51,14.16,-2.65,1.03,40.1,3151.0,39.0,6.8,0
19.11,23.64,-4.53,-0.47,42.5,1510.0,50.2,18.01,0
7.88,9.82,-1.94,0.53,36.9,2890.0,65.8,5.79,0
1.5,1.33,0.17,-0.01,25.5,810.0,63.3,2.11,0
1.6,1.79,-0.18,0.09,27.5,850.0,36.6,0.0,0
13.88,11.98,1.9,0.04,44.0,1918.0,56.9,9.42,0
6.75,5.5,1.25,0.27,37.0,1373.0,38.5,5.02,0
2.69,2.18,0.51,0.16,32.2,2456.0,74.8,5.54,0
8.12,7.35,0.77,0.28,35.6,2157.0,70.9,8.16,0
0.8,0.76,0.03,0.02,20.6,986.0,35.8,1.9,0
10.47,12.54,-2.08,0.46,37.9,1190.0,69.3,9.08,0
3.76,2.9,0.86,-0.29,32.8,1731.0,71.8,2.52,0
19.17,21.87,-2.7,-1.64,42.8,1245.0,49.1,16.81,0
4.46,4.54,-0.08,0.02,34.9,2701.0,63.8,2.47,0
7.29,6.36,0.93,0.71,35.0,1799.0,52.7,9.82,0
0.14,0.14,0.0,0.0,10.0,1024.0,61.2,1.0,0
0.9,0.79,0.11,0.02,23.7,1962.0,48.6,0.0,0
5.98,6.33,-0.34,-0.27,31.3,1018.0,47.9,3.28,0
7.85,7.53,0.31,-0.12,41.6,1109.0,52.0,3.28,0
11.0,8.78,2.21,-0.23,39.1,1375.0,40.8,13.12,0
4.14,3.19,0.95,0.31,28.8,2863.0,68.2,4.2,0
14.25,14.65,-0.4,0.02,41.8,3019.0,48.9,7.39,0
23.6,29.3,-5.7,-4.03,45.0,2783.0,51.0,15.91,0
18.16,16.46,1.7,-0.71,43.0,1602.0,70.8,15.34,0
0.49,0.55,-0.07,-0.01,20.0,1454.0,54.9,0.0,0
7.86,8.61,-0.75,-0.2,38.8,2118.0,56.8,9.48,0
1.33,1.67,-0.34,-0.12,25.6,2532.0,73.3,1.08,0
3.33,3.97,-0.64,0.11,32.3,3184.0,70.5,1.83,0
51.81,53.88,-2.07,0.05,50.2,1116.0,41.8,41.84,1
1.84,2.02,-0.17,-0.1,30.8,918.0,53.9,0.0,0
8.29,10.27,-1.98,0.49,34.7,2466.0,73.9,3.22,0
11.55,10.86,0.7,0.4,40.3,2797.0,49.9,12.97,0
14.55,13.03,1.51,0.35,41.7,2831.0,49.9,12.53,0
9.84,6.95,2.89,1.42,40.5,2428.0,42.8,10.74,0
0.12,0.14,-0.02,-0.01,10.0,3090.0,39.6,0.0,0
4.74,5.6,-0.86,0.2,30.3,2026.0,64.6,0.86,0
8.75,6.67,2.08,0.5,38.4,2993.0,65.8,10.2,0
1.1,1.15,-0.05,-0.03,24.3,3123.0,73.8,1.65,0
5.18,5.07,0.11,0.01,37.4,2833.0,65.9,7.99,0
0.41,0.31,0.09,0.07,14.2,1543.0,44.7,3.11,0
0.98,1.27,-0.28,-0.02,25.2,1271.0,36.6,0.17,0
6.07,5.03,1.04,-0.33,40.3,2115.0,74.4,6.73,0
1.71,1.26,0.44,0.0,26.0,1887.0,48.6,1.12,0
10.06,10.63,-0.57,-0.42,36.5,2907.0,47.5,12.16,0
14.03,16.04,-2.01,0.17,40.6,1040.0,71.2,12.9,0
19.35,13.92,5.43,3.41,43.6,1419.0,58.4,21.35,0
2.68,2.94,-0.26,-0.16,31.0,2604.0,43.6,2.46,0
2.2,2.24,-0.04,0.0,27.3,1028.0,70.6,4.73,0
1.33,1.01,0.32,-0.12,28.1,1570.0,74.7,2.47,0
12.14,9.76,2.39,1.05,38.1,1729.0,38.5,15.33,0
14.71,15.31,-0.6,0.06,38.2,2294.0,69.5,7.72,0
0.39,0.34,0.05,0.02,18.6,1180.0,50.6,1.29,0
33.03,41.71,-8.69,-0.66,42.8,2865.0,56.0,20.97,0
0.64,0.76,-0.12,-0.02,19.5,1874.0,71.6,3.97,0
9.35,12.07,-2.71,-1.39,44.8,3001.0,73.9,8.84,0
14.82,12.68,2.14,-0.01,41.7,1923.0,45.5,14.11,0
24.57,31.5,-6.93,-0.53,43.0,1460.0,43.5,19.11,0
15.02,14.4,0.62,-0.01,41.7,1140.0,38.2,16.76,0
19.42,17.64,1.78,-0.04,43.5,809.0,57.5,17.85,0
4.98,3.63,1.34,0.25,34.5,2077.0,35.5,10.15,0
20.24,14.81,5.43,2.99,45.2,1057.0,51.5,21.6,0
1.0,1.12,-0.12,0.0,20.9,1740.0,37.9,0.35,0
27.02,26.34,0.68,0.12,49.3,2214.0,51.2,25.2,0
9.52,7.96,1.56,0.58,39.2,1462.0,36.6,8.59,0
20.4,21.79,-1.39,0.21,45.4,1221.0,68.4,16.61,0
7.22,6.15,1.07,-0.15,35.5,2659.0,43.4,9.65,0
12.38,12.96,-0.58,-0.41,43.1,3072.0,48.1,10.06,0
8.97,8.21,0.76,0.33,37.7,1041.0,69.8,4.83,0
15.78,18.85,-3.06,-0.77,42.7,1173.0,64.9,11.87,0
1.02,1.22,-0.2,-0.07,21.3,3104.0,43.8,0.0,0
0.75,0.74,0.01,-0.0,19.0,891.0,37.9,2.37,0
3.41,3.1,0.3,0.09,32.9,3146.0,63.6,4.52,0
2.09,1.91,0.17,0.03,27.2,811.0,50.6,4.84,0
24.65,29.17,-4.52,-0.95,43.6,2897.0,65.6,19.45,0
2.97,2.66,0.31,-0.01,29.3,1538.0,52.8,4.91,0
44.69,36.89,7.8,-3.07,50.8,3053.0,48.8,73.67,1
4.93,3.7,1.23,-0.31,32.8,1561.0,53.0,6.56,0
2.41,2.36,0.05,0.04,28.9,2370.0,64.9,6.03,0
18.71,18.51,0.2,0.01,43.4,992.0,71.1,14.66,0
12.9,15.54,-2.64,-0.28,36.9,1382.0,37.0,12.7,0
8.27,6.89,1.38,-0.6,34.8,2657.0,56.0,6.72,0
9.73,9.03,0.69,-0.31,39.5,2069.0,36.3,6.96,0
15.24,18.06,-2.82,-1.22,40.5,3027.0,53.7,11.32,0
3.11,3.72,-0.6,-0.12,33.0,1829.0,70.4,3.64,0
67.3,62.64,4.66,0.75,54.2,2888.0,49.5,62.39,1
44.17,43.08,1.08,-0.2,50.8,1877.0,72.3,36.3,1
12.61,11.12,1.49,0.7,44.3,3150.0,60.2,12.78,0
2.67,3.36,-0.69,0.19,29.7,3104.0,72.4,0.48,0
13.68,10.55,3.13,-0.79,42.5,1590.0,65.3,10.58,0
0.9,1.13,-0.23,-0.02,21.1,2926.0,39.1,0.0,0
0.37,0.41,-0.04,0.01,21.1,2834.0,44.2,0.0,0
3.58,3.64,-0.07,0.01,35.8,1306.0,50.8,4.04,0
7.45,5.36,2.09,0.71,37.0,2298.0,41.8,10.24,0
24.32,23.97,0.36,0.12,46.0,974.0,54.8,18.0,0
15.59,14.72,0.86,0.49,44.8,2808.0,53.9,14.67,0
16.29,12.98,3.31,0.14,42.1,1219.0,73.3,13.78,0
6.65,7.28,-0.62,0.25,34.9,970.0,52.3,6.55,0
5.09,6.53,-1.44,0.21,36.1,1761.0,66.4,2.16,0
5.56,5.77,-0.21,-0.16,35.1,2185.0,72.7,2.44,0
52.73,59.52,-6.79,-1.87,50.9,2852.0,70.1,41.32,1
0.49,0.36,0.13,0.05,16.4,3138.0,43.3,0.0,0
24.21,23.02,1.2,-0.59,41.7,1855.0,54.8,20.61,0
10.37,7.98,2.39,0.41,39.7,945.0,48.9,6.11,0
6.93,7.4,-0.47,0.21,38.3,2598.0,51.0,7.52,0
15.5,19.58,-4.08,-0.98,41.6,2156.0,49.4,11.8,0
8.0,8.78,-0.78,-0.54,40.3,1875.0,68.1,6.15,0
24.8,18.5,6.3,4.78,43.9,1542.0,53.1,23.53,0
27.72,25.3,2.42,0.49,44.0,2006.0,55.9,27.75,0
6.57,6.77,-0.2,-0.02,36.0,1613.0,74.3,4.11,0
3.89,3.66,0.23,0.16,32.3,2617.0,37.4,2.59,0
10.77,12.92,-2.16,-0.81,41.1,2105.0,54.5,12.1,0
29.21,34.73,-5.52,2.29,44.9,2904.0,66.0,20.26,0
2.84,3.03,-0.19,-0.02,33.0,2105.0,41.0,3.76,0
11.71,10.82,0.89,-0.17,44.0,1372.0,59.5,11.64,0
11.98,10.22,1.76,0.19,40.2,2843.0,44.6,12.21,0
15.85,12.1,3.75,0.35,44.7,2137.0,69.7,16.67,0
1.69,1.55,0.15,0.04,24.6,1296.0,48.1,2.3,0
15.1,14.31,0.79,-0.03,44.0,2296.0,48.2,13.9,0
28.77,31.8,-3.03,0.87,48.4,1659.0,58.9,22.51,0
2.38,2.6,-0.23,-0.03,30.8,2827.0,42.3,4.88,0
3.25,2.42,0.84,0.49,31.2,1888.0,46.4,0.84,0
42.65,39.97,2.68,0.97,43.2,2543.0,51.7,40.37,1
2.4,1.94,0.46,-0.03,27.8,1029.0,49.1,3.99,0
23.12,18.36,4.76,3.41,43.6,1750.0,56.0,25.16,0
8.13,9.73,-1.6,-1.1,35.6,3160.0,59.0,7.78,0
3.41,2.47,0.94,-0.21,31.8,2740.0,57.7,3.29,0
24.55,23.36,1.19,-0.53,44.4,1184.0,61.2,17.8,0
7.07,5.66,1.41,0.65,35.0,1467.0,47.3,6.99,0
8.68,10.65,-1.98,-1.14,35.9,1592.0,40.1,3.76,0
5.34,5.52,-0.18,-0.14,33.2,2361.0,65.4,2.92,0
10.79,9.05,1.74,1.14,41.8,2617.0,69.0,8.16,0
2.14,2.15,-0.0,-0.0,27.0,2599.0,45.3,0.86,0
5.95,6.78,-0.83,-0.16,34.4,2024.0,51.3,3.26,0
41.85,53.35,-11.5,5.33,48.0,2746.0,54.9,24.35,0
3.58,2.98,0.6,-0.11,32.6,1849.0,56.3,4.83,0
12.83,15.8,-2.97,-0.29,41.7,1097.0,61.4,13.25,0
4.72,5.95,-1.23,-0.39,27.7,2155.0,36.7,4.29,0
17.82,22.27,-4.45,-1.0,45.1,3086.0,63.9,11.46,0
1.68,1.82,-0.14,-0.06,29.5,2703.0,37.5,1.21,0
42.01,45.28,-3.27,0.45,46.9,2189.0,53.7,32.75,0
7.26,6.84,0.42,0.1,34.8,2352.0,68.1,6.66,0
3.23,3.72,-0.49,0.19,30.3,3033.0,53.0,2.39,0
0.92,0.93,-0.02,-0.0,20.9,1828.0,41.0,0.0,0
2.23,2.47,-0.24,-0.11,29.0,1595.0,74.4,5.07,0
8.8,8.42,0.38,0.15,34.2,3145.0,70.6,4.8,0
4.93,5.62,-0.69,-0.54,31.9,2872.0,65.9,5.03,0
21.18,25.31,-4.12,0.57,47.3,1575.0,51.5,15.15,0
6.76,5.33,1.43,0.21,34.4,1913.0,42.4,10.58,0
3.43,4.12,-0.69,0.05,34.1,1796.0,72.7,3.14,0
11.52,11.8,-0.28,-0.02,40.7,1158.0,56.3,8.88,0
14.72,17.77,-3.04,-1.87,38.1,3099.0,69.1,9.47,0
2.19,2.1,0.09,0.04,29.7,1770.0,48.7,2.01,0
2.2,2.04,0.16,0.1,28.3,2901.0,48.4,0.0,0
0.45,0.56,-0.11,0.03,16.5,1254.0,74.4,0.0,0
16.0,13.61,2.39,1.52,42.8,2115.0,55.9,12.04,0
13.08,15.78,-2.7,1.14,41.8,858.0,40.6,7.73,0
7.72,7.65,0.07,0.05,38.6,2634.0,43.8,6.82,0
22.31,22.5,-0.19,0.01,46.9,2194.0,54.3,19.44,0
19.66,17.4,2.26,-0.21,44.5,2301.0,36.7,14.23,0
10.56,11.03,-0.46,-0.08,36.6,924.0,53.5,8.37,0
24.32,21.77,2.55,1.84,44.2,1306.0,51.8,24.01,0
2.77,2.0,0.76,-0.33,36.0,978.0,66.2,2.46,0
1.42,1.23,0.19,-0.01,26.9,1493.0,49.2,0.07,0
3.77,2.66,1.12,0.69,37.0,2306.0,74.3,3.32,0
0.71,0.91,-0.2,-0.0,23.4,2159.0,42.2,0.0,0
9.09,11.63,-2.54,0.61,38.8,2269.0,58.6,4.88,0
33.1,31.02,2.08,0.11,47.9,2118.0,38.6,29.93,0
0.48,0.55,-0.07,-0.0,17.9,1455.0,64.4,4.98,0
1.56,1.42,0.14,0.1,22.6,1387.0,74.8,0.0,0
7.22,7.96,-0.74,-0.36,36.8,1129.0,67.8,4.91,0
32.59,38.57,-5.97,-0.94,49.6,2838.0,57.2,23.3,0
4.56,5.78,-1.22,-0.96,32.4,2280.0,54.4,1.43,0
8.49,7.98,0.51,0.05,38.7,1248.0,68.4,9.77,0
0.51,0.6,-0.09,0.04,20.0,1225.0,72.4,0.0,0
1.93,1.66,0.27,-0.04,25.7,2895.0,74.6,0.75,0
51.78,67.01,-15.23,-1.02,49.5,2583.0,50.9,35.03,1
40.27,28.81,11.46,-3.39,46.7,2383.0,74.6,72.04,1
0.06,0.06,-0.0,-0.0,10.0,1776.0,41.2,0.0,0
36.39,39.87,-3.48,-1.73,45.4,1429.0,45.1,29.0,0
12.23,13.61,-1.38,0.21,38.6,3151.0,38.6,11.32,0
24.29,18.76,5.53,1.48,48.0,2713.0,45.9,44.17,1
7.28,9.19,-1.91,-0.84,35.0,1524.0,65.7,3.07,0
8.7,7.03,1.66,1.2,38.3,2834.0,69.1,9.74,0
8.05,8.65,-0.59,-0.38,36.5,2621.0,66.2,5.54,0
13.19,11.0,2.19,0.37,43.3,1513.0,60.2,14.29,0
1.81,1.6,0.21,0.11,29.7,1824.0,55.6,4.67,0
0.37,0.38,-0.01,-0.0,17.7,1246.0,63.3,0.0,0
4.42,4.2,0.22,0.05,33.9,1067.0,50.6,4.14,0
14.64,11.65,2.98,-1.05,41.2,2535.0,68.7,10.73,0
2.71,2.17,0.53,-0.18,27.5,1442.0,62.1,7.5,0
13.43,12.77,0.66,0.12,44.9,2768.0,62.9,10.96,0
42.04,48.53,-6.49,0.98,47.5,3189.0,56.4,33.07,0
1.18,1.47,-0.28,0.13,25.5,984.0,70.4,0.78,0
13.4,10.06,3.34,1.47,43.2,1935.0,45.1,12.43,0
7.04,6.59,0.45,-0.21,35.5,2725.0,50.2,4.39,0
24.31,18.48,5.83,1.6,47.3,2693.0,66.1,47.36,1
2.34,1.66,0.68,0.14,30.4,2624.0,54.7,4.4,0
14.16,15.53,-1.37,-1.04,44.9,1638.0,70.6,14.72,0
21.85,23.19,-1.34,-0.17,43.5,1889.0,48.9,17.73,0
34.72,27.7,7.02,-2.93,45.1,2228.0,49.8,59.76,1
13.8,11.59,2.2,0.48,40.2,3137.0,70.5,12.81,0
8.25,5.89,2.36,1.4,38.1,1586.0,53.6,8.4,0
11.54,13.86,-2.32,-1.85,40.1,3016.0,55.6,5.68,0
24.38,31.33,-6.94,-0.41,44.4,1446.0,48.3,16.07,0
10.14,7.93,2.22,-0.19,35.3,3174.0,46.1,8.51,0
0.37,0.31,0.06,0.04,17.0,2409.0,61.2,1.25,0
32.07,39.16,-7.09,1.78,51.1,1912.0,39.8,23.24,0
14.04,17.63,-3.59,-1.08,42.3,2272.0,70.2,9.79,0
13.54,12.89,0.65,0.02,42.3,1454.0,66.2,15.31,0
2.92,2.13,0.79,-0.35,31.6,1458.0,42.6,2.85,0
12.91,9.34,3.57,-0.17,41.6,1073.0,62.8,14.87,0
6.01,6.27,-0.27,0.04,37.3,1074.0,59.1,9.04,0
12.64,11.83,0.81,0.32,41.4,1634.0,42.4,13.99,0
1.35,0.97,0.38,0.28,24.5,2631.0,45.9,3.79,0
12.87,13.51,-0.64,0.1,39.2,2259.0,51.4,9.91,0
89.3,63.12,26.18,14.53,53.7,1046.0,63.0,97.88,1
0.59,0.7,-0.1,0.04,20.0,2845.0,60.5,0.0,0
45.36,40.09,5.27,1.05,48.9,2243.0,56.3,75.83,1
6.27,4.54,1.73,-0.71,36.4,3106.0,65.7,6.87,0
24.55,25.85,-1.3,-0.93,46.1,2408.0,65.3,19.79,0
18.3,17.18,1.12,0.56,44.9,1220.0,59.7,18.52,0
10.04,12.9,-2.86,-1.01,41.6,1937.0,66.5,3.92,0
16.09,16.52,-0.43,-0.24,42.5,2356.0,48.4,16.6,0
25.3,21.88,3.41,1.17,42.8,868.0,70.2,25.92,0
6.21,6.99,-0.78,-0.59,35.0,836.0,59.6,4.46,0
4.75,4.1,0.65,0.28,33.9,1111.0,67.9,4.26,0
13.22,16.42,-3.21,-2.25,37.3,1404.0,56.9,9.44,0
19.79,18.31,1.49,0.26,46.5,1831.0,43.7,20.94,0
17.24,17.76,-0.52,0.18,43.1,1970.0,56.7,14.55,0
19.18,14.01,5.17,0.97,44.3,1131.0,49.8,20.36,0
6.86,6.56,0.3,-0.1,39.1,2416.0,62.9,6.05,0
20.43,24.51,-4.07,-1.1,42.7,2231.0,54.0,17.88,0
1.54,1.82,-0.28,-0.04,27.1,1507.0,68.4,0.37,0
9.44,7.88,1.56,0.48,38.4,833.0,62.1,9.15,0
0.07,0.06,0.01,-0.01,10.0,986.0,62.4,2.99,0
4.71,5.61,-0.9,0.22,32.2,1740.0,43.7,3.74,0
5.48,6.89,-1.41,-0.2,38.2,1170.0,74.4,5.92,0
6.05,4.58,1.47,1.08,34.8,1704.0,68.7,4.6,0
14.27,13.84,0.43,-0.0,42.9,2308.0,66.6,12.01,0
5.9,5.33,0.58,0.03,31.6,2113.0,48.2,8.39,0
7.15,8.73,-1.59,-0.68,39.0,1355.0,56.4,3.47,0
3.25,2.44,0.81,0.23,33.3,1625.0,40.5,3.08,0
5.61,4.63,0.97,-0.11,35.2,2274.0,56.5,5.91,0
3.09,3.56,-0.47,-0.02,30.4,2866.0,40.8,0.33,0
0.91,0.67,0.25,-0.05,23.2,2608.0,57.1,0.1,0
11.1,11.05,0.05,0.04,44.3,2128.0,60.9,9.7,0
13.24,12.78,0.46,-0.15,37.4,1670.0,50.6,11.62,0
11.59,10.44,1.15,-0.02,41.6,1676.0,54.9,13.19,0
7.47,7.0,0.47,-0.22,35.2,2911.0,70.0,9.7,0
5.73,5.84,-0.1,0.02,35.1,894.0,39.3,3.1,0
23.88,19.03,4.85,2.5,44.6,3171.0,66.7,24.46,0
8.78,9.16,-0.38,0.09,37.3,2395.0,41.8,8.58,0
7.83,9.26,-1.43,0.57,37.3,2435.0,36.5,8.86,0
0.31,0.36,-0.05,-0.01,12.6,891.0,42.4,1.67,0
5.01,3.97,1.04,-0.51,36.3,2253.0,65.6,5.42,0
5.74,4.53,1.21,-0.47,31.6,1963.0,51.2,6.91,0
6.11,5.26,0.85,0.47,36.7,1054.0,69.9,7.23,0
10.41,9.55,0.87,0.44,38.6,1467.0,56.0,7.7,0
9.15,8.65,0.5,0.35,36.1,2937.0,35.9,8.6,0
11.24,12.45,-1.21,-0.74,40.2,2120.0,63.7,11.46,0
17.37,12.75,4.62,1.79,39.7,1792.0,39.4,17.95,0
20.12,14.5,5.62,-2.43,43.9,974.0,66.6,20.56,0
15.2,14.21,0.99,0.51,39.1,2514.0,41.7,13.23,0
37.35,41.77,-4.42,-2.65,49.1,2487.0,48.8,23.44,0
0.22,0.18,0.04,0.02,10.7,2274.0,65.5,0.26,0
2.61,2.84,-0.22,-0.04,28.8,2025.0,73.2,2.67,0
0.09,0.08,0.01,-0.0,10.0,1841.0,49.9,0.0,0
12.51,15.41,-2.9,-1.74,39.0,2224.0,68.2,5.91,0
27.4,33.9,-6.5,-2.9,45.9,1360.0,42.6,16.36,0
3.35,2.94,0.41,0.32,28.4,3059.0,67.3,4.73,0
31.41,26.32,5.09,-1.51,48.2,2213.0,61.3,56.49,1
0.75,0.71,0.04,-0.01,24.5,1547.0,42.7,3.42,0
32.7,27.61,5.09,-1.14,52.8,1879.0,47.1,28.27,0
5.2,5.74,-0.54,-0.29,34.6,2734.0,40.3,5.69,0
1.28,1.53,-0.25,0.06,26.3,1188.0,50.3,0.0,0
7.98,8.81,-0.83,0.34,33.9,1503.0,43.1,5.14,0
3.56,4.25,-0.69,-0.55,34.8,2431.0,60.8,1.49,0
4.02,3.77,0.25,-0.12,34.2,1557.0,74.8,4.97,0
4.41,3.5,0.91,0.53,32.3,2702.0,35.5,6.42,0
19.5,22.28,-2.78,0.07,46.1,1113.0,56.6,14.5,0
9.3,8.52,0.78,0.46,38.0,2630.0,57.9,8.39,0
4.48,4.94,-0.46,-0.1,32.5,964.0,71.6,4.39,0
11.31,9.75,1.56,1.05,40.8,830.0,55.2,12.07,0
15.11,11.31,3.8,2.67,39.8,2956.0,56.7,18.46,0
3.82,4.95,-1.13,0.55,34.4,2195.0,53.9,0.05,0
6.4,5.08,1.32,-0.53,33.8,1644.0,45.8,6.25,0
1.56,2.02,-0.46,0.08,24.0,1358.0,37.2,0.0,0
2.4,3.09,-0.69,-0.25,27.3,2281.0,51.3,1.4,0
13.72,16.13,-2.42,-1.58,42.7,2022.0,37.1,9.16,0
2.4,2.63,-0.23,-0.02,27.9,3180.0,57.0,1.79,0
8.94,9.35,-0.42,-0.12,35.5,3160.0,47.3,5.68,0
14.82,18.07,-3.25,0.83,40.5,2324.0,56.3,7.62,0
1.36,1.19,0.17,0.09,25.1,1863.0,40.4,0.0,0
10.05,9.86,0.19,0.15,36.7,1979.0,72.3,8.45,0
3.56,3.81,-0.25,0.04,29.5,2438.0,70.8,2.0,0
39.54,37.43,2.11,0.3,52.8,1044.0,42.6,33.77,0
7.93,7.58,0.34,-0.13,35.7,1588.0,48.7,9.59,0
19.68,17.67,2.0,0.45,43.1,981.0,59.5,16.49,0
9.59,9.96,-0.37,-0.06,38.0,976.0,38.8,10.72,0
0.53,0.64,-0.11,0.03,17.8,1270.0,49.2,3.63,0
12.03,9.88,2.16,0.16,41.5,1965.0,45.0,7.83,0
